statusCode,requestResponseLatency,requestTime,responseTime,requestId,replicas,s-4vcpu-8gb-5-default-pool-8ag0qCpuUsage,s-4vcpu-8gb-5-default-pool-8ag0qMemoryUsage,s-4vcpu-8gb-5-default-pool-8ag0cCpuUsage,s-4vcpu-8gb-5-default-pool-8ag0cMemoryUsage,s-4vcpu-8gb-5-default-pool-8ag07CpuUsage,s-4vcpu-8gb-5-default-pool-8ag07MemoryUsage,s-4vcpu-8gb-5-default-pool-8ag0mCpuUsage,s-4vcpu-8gb-5-default-pool-8ag0mMemoryUsage,s-4vcpu-8gb-5-default-pool-8ag0uCpuUsage,s-4vcpu-8gb-5-default-pool-8ag0uMemoryUsage,functionInvocationRate
200,4.873000144958496,1623494283.337,1623494288.21,146069c8-ae00-4d58-b779-3f55b9f33ca6,3,31957928n,674976Ki,28404940n,627540Ki,106511037n,731492Ki,538815525n,780912Ki,51027265n,746636Ki,
200,4.586999893188477,1623494293.338,1623494297.925,c93ace33-e9fc-4dd8-95a4-6ef4fc889c88,3,36826710n,675592Ki,28815646n,627528Ki,76050881n,732172Ki,537315287n,786244Ki,54159203n,746380Ki,
200,4.617000102996826,1623494303.339,1623494307.956,47d6dbc3-dff0-4e5f-bf70-f5732f47b08a,3,36826710n,675592Ki,28815646n,627528Ki,76050881n,732172Ki,537315287n,786244Ki,54159203n,746380Ki,
200,5.043999910354614,1623494313.339,1623494318.383,261dacef-d1c5-4c1b-a404-ff3938a5e974,3,36826710n,675592Ki,28815646n,627528Ki,76050881n,732172Ki,537315287n,786244Ki,54159203n,746380Ki,
200,4.562999963760376,1623494323.338,1623494327.901,274dadab-0178-4572-95a8-c6afa4802cd9,3,36826710n,675592Ki,28815646n,627528Ki,76050881n,732172Ki,537315287n,786244Ki,54159203n,746380Ki,
200,4.259000062942505,1623494333.337,1623494337.596,47fa2dad-765b-401a-89dc-8253c4befd7e,3,36826710n,675592Ki,28815646n,627528Ki,76050881n,732172Ki,537315287n,786244Ki,54159203n,746380Ki,
200,4.360000133514404,1623494343.337,1623494347.697,643f03cb-8734-4b76-8c69-2e974ff17383,3,36826710n,675592Ki,28815646n,627528Ki,76050881n,732172Ki,537315287n,786244Ki,54159203n,746380Ki,
200,4.406999826431274,1623494353.338,1623494357.745,9a814858-98eb-4d3c-bb1f-b4678de6c8b6,3,36813960n,677748Ki,31831304n,613Mi,74859387n,730656Ki,487167225n,700820Ki,55416701n,746292Ki,
200,4.424999952316284,1623494363.338,1623494367.763,6b7da60d-15e0-4fe4-a7e1-1af220f59c77,3,36813960n,677748Ki,31831304n,613Mi,74859387n,730656Ki,487167225n,700820Ki,55416701n,746292Ki,
200,4.325000047683716,1623494373.338,1623494377.663,9f22598c-ad22-4189-b266-a7fdb366363a,3,36813960n,677748Ki,31831304n,613Mi,74859387n,730656Ki,487167225n,700820Ki,55416701n,746292Ki,
200,4.200000047683716,1623494383.337,1623494387.537,feffffc1-6f2b-4eab-8382-aa2008fd5901,3,36813960n,677748Ki,31831304n,613Mi,74859387n,730656Ki,487167225n,700820Ki,55416701n,746292Ki,
200,4.182000160217285,1623494393.343,1623494397.525,d43993cf-2348-4b7c-b0c3-685a816d8885,3,36813960n,677748Ki,31831304n,613Mi,74859387n,730656Ki,487167225n,700820Ki,55416701n,746292Ki,
500,5.29200005531311,1623494403.34,1623494408.632,8776a4ea-e95f-48d9-82db-da148c5a19fd,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.3480000495910645,1623494413.337,1623494417.685,0309e3b4-f4e9-4ce9-a6cf-a5e1982ff43a,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.486999988555908,1623494423.337,1623494427.824,7bbdfe92-b13c-4c63-b765-d700a56f2d52,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.817000150680542,1623494433.337,1623494438.154,880ad895-698c-4a39-b881-cf8cdda9c23a,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.270000219345093,1623494443.337,1623494447.607,20c40c73-6615-4511-bd4e-f44c1e317520,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.430000066757202,1623494453.337,1623494457.767,c2d19ecd-2378-442a-b087-5ac080f4810c,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.5340001583099365,1623494463.337,1623494467.871,0c084820-cbd8-4001-a186-d701661ff9af,3,33295379n,677456Ki,29270450n,627540Ki,109669770n,729272Ki,554157102n,788236Ki,54397424n,747896Ki,
200,4.331000089645386,1623494473.337,1623494477.668,f9c3a8fb-796b-4ede-b445-fe5020abcaaf,3,28791380n,680048Ki,28085116n,628068Ki,93738007n,731152Ki,474950396n,699824Ki,51496226n,748096Ki,
200,4.311000108718872,1623494483.337,1623494487.648,f0c6b278-6346-4f0d-98d1-579bd17c1902,3,28791380n,680048Ki,28085116n,628068Ki,93738007n,731152Ki,474950396n,699824Ki,51496226n,748096Ki,
200,4.414000034332275,1623494493.337,1623494497.751,b36f3f07-ecf6-4720-b149-2940787b038c,3,28791380n,680048Ki,28085116n,628068Ki,93738007n,731152Ki,474950396n,699824Ki,51496226n,748096Ki,
200,4.561000108718872,1623494503.337,1623494507.898,14f59b7a-393c-41cf-812c-bf7c9dc0d0c6,3,28791380n,680048Ki,28085116n,628068Ki,93738007n,731152Ki,474950396n,699824Ki,51496226n,748096Ki,
200,4.318000078201294,1623494513.337,1623494517.655,2f009346-3d6d-48c5-b863-575b86aa38d7,3,28791380n,680048Ki,28085116n,628068Ki,93738007n,731152Ki,474950396n,699824Ki,51496226n,748096Ki,
200,4.531000137329102,1623494523.337,1623494527.868,5b9da48e-0864-477f-b127-a8566aa934a7,3,28791380n,680048Ki,28085116n,628068Ki,93738007n,731152Ki,474950396n,699824Ki,51496226n,748096Ki,
200,4.291000127792358,1623494533.337,1623494537.628,1d970f78-e29f-4b40-825f-d005ed44507c,3,31749109n,680248Ki,27950760n,628340Ki,98628378n,732884Ki,470116580n,702700Ki,57781689n,747928Ki,
200,4.17300009727478,1623494543.337,1623494547.51,9e4f38a9-aafd-46ae-9557-098ac8b66763,3,31749109n,680248Ki,27950760n,628340Ki,98628378n,732884Ki,470116580n,702700Ki,57781689n,747928Ki,
200,4.371000051498413,1623494553.337,1623494557.708,07214eee-47fa-4d65-80f2-3e19f9c4ec68,3,31749109n,680248Ki,27950760n,628340Ki,98628378n,732884Ki,470116580n,702700Ki,57781689n,747928Ki,
200,4.210000038146973,1623494563.337,1623494567.547,2e0ca4cc-7766-463d-9f29-368690e24ecd,3,31749109n,680248Ki,27950760n,628340Ki,98628378n,732884Ki,470116580n,702700Ki,57781689n,747928Ki,
200,4.188000202178955,1623494573.337,1623494577.525,41af52d4-c9b8-42b1-8b82-23a6a7822383,3,31749109n,680248Ki,27950760n,628340Ki,98628378n,732884Ki,470116580n,702700Ki,57781689n,747928Ki,
200,4.200000047683716,1623494583.337,1623494587.537,b4865772-122e-4252-b6d9-5aa7f6ebaaec,3,31749109n,680248Ki,27950760n,628340Ki,98628378n,732884Ki,470116580n,702700Ki,57781689n,747928Ki,
200,4.828000068664551,1623494593.337,1623494598.165,e86e2b29-c11a-441d-96aa-ca3160199cb9,3,30822440n,680496Ki,33401338n,628660Ki,83893131n,734404Ki,450933706n,703764Ki,55698799n,748468Ki,
200,4.503000020980835,1623494603.337,1623494607.84,9fcfb853-a780-4659-baa8-e7ceb7a7c717,3,30822440n,680496Ki,33401338n,628660Ki,83893131n,734404Ki,450933706n,703764Ki,55698799n,748468Ki,
200,4.198000192642212,1623494613.337,1623494617.535,dba7e109-a5ba-4a69-86e4-27bd56a1087c,3,30822440n,680496Ki,33401338n,628660Ki,83893131n,734404Ki,450933706n,703764Ki,55698799n,748468Ki,
200,4.134999990463257,1623494623.337,1623494627.472,5a01bf8c-4283-4e3b-b483-1d8e074872f6,3,30822440n,680496Ki,33401338n,628660Ki,83893131n,734404Ki,450933706n,703764Ki,55698799n,748468Ki,
200,4.328999996185303,1623494633.338,1623494637.667,42dddbec-518b-4bca-a56a-d019647b08b9,3,30822440n,680496Ki,33401338n,628660Ki,83893131n,734404Ki,450933706n,703764Ki,55698799n,748468Ki,
200,4.411999940872192,1623494643.339,1623494647.751,82701a4a-978f-4620-8abc-cdfb1b768f1e,3,30822440n,680496Ki,33401338n,628660Ki,83893131n,734404Ki,450933706n,703764Ki,55698799n,748468Ki,
200,4.1000001430511475,1623494653.337,1623494657.437,bb2c0dcf-b588-414b-bc42-199626af0f8e,3,29887169n,680328Ki,27061195n,629088Ki,97027166n,735696Ki,470382524n,704344Ki,52536052n,749064Ki,
